Data As Of,Totals By,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
2023-09-27,By Month,Texas,Male,50-64 years,47,1961,137,0
2023-09-27,By Month,Texas,Male,55-64 years,41,1545,121,0
2023-09-27,By Month,Texas,Male,65-74 years,81,2295,178,0
2023-09-27,By Month,Texas,Male,75-84 years,101,2289,174,0
2023-09-27,By Month,Texas,Male,85 years and over,135,1739,146,0
2023-09-27,By Month,Texas,Female,All Ages,357,8743,535,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,108,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,171,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,16,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,35,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,86,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,145,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,154,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,198,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,260,0,0
2023-09-27,By Month,Texas,Female,40-49 years,0,324,11,0
2023-09-27,By Month,Texas,Female,45-54 years,16,477,32,0
2023-09-27,By Month,Texas,Female,50-64 years,59,1285,91,0
2023-09-27,By Month,Texas,Female,55-64 years,46,987,67,0
2023-09-27,By Month,Texas,Female,65-74 years,62,1635,134,0
2023-09-27,By Month,Texas,Female,75-84 years,96,2232,138,0
2023-09-27,By Month,Texas,Female,85 years and over,127,2753,152,0
2023-09-27,By Month,Texas,All Sexes,All Ages,477,19316,1120,39
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,219,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,359,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,34,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,57,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,288,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,449,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,480,19,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,598,28,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,11,748,33,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,17,949,47,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,22,1280,74,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,65,3331,182,10
2023-09-27,By Month,Texas,All Sexes,55-64 years,53,2580,136,10
2023-09-27,By Month,Texas,All Sexes,65-74 years,93,4046,268,12
2023-09-27,By Month,Texas,All Sexes,75-84 years,135,4793,322,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,154,4791,259,0
2023-09-27,By Month,Texas,Male,All Ages,235,10295,625,19
2023-09-27,By Month,Texas,Male,Under 1 year,0,120,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,217,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,19,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,39,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,219,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,326,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,335,12,0
2023-09-27,By Month,Texas,Male,30-39 years,0,405,16,0
2023-09-27,By Month,Texas,Male,35-44 years,0,477,19,0
2023-09-27,By Month,Texas,Male,40-49 years,0,602,31,0
2023-09-27,By Month,Texas,Male,45-54 years,12,785,48,0
2023-09-27,By Month,Texas,Male,50-64 years,42,2057,112,0
2023-09-27,By Month,Texas,Male,55-64 years,35,1613,84,0
2023-09-27,By Month,Texas,Male,65-74 years,44,2312,159,0
2023-09-27,By Month,Texas,Male,75-84 years,67,2472,186,0
2023-09-27,By Month,Texas,Male,85 years and over,66,1904,112,0
2023-09-27,By Month,Texas,Female,All Ages,242,9021,495,20
2023-09-27,By Month,Texas,Female,Under 1 year,0,99,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,142,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,15,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,18,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,69,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,123,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,145,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,193,12,0
2023-09-27,By Month,Texas,Female,35-44 years,0,271,14,0
2023-09-27,By Month,Texas,Female,40-49 years,0,347,16,0
2023-09-27,By Month,Texas,Female,45-54 years,10,495,26,0
2023-09-27,By Month,Texas,Female,50-64 years,23,1274,70,0
2023-09-27,By Month,Texas,Female,55-64 years,18,967,52,0
2023-09-27,By Month,Texas,Female,65-74 years,49,1734,109,0
2023-09-27,By Month,Texas,Female,75-84 years,68,2321,136,0
2023-09-27,By Month,Texas,Female,85 years and over,88,2887,147,0
2023-09-27,By Month,Texas,All Sexes,All Ages,401,19481,1212,156
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,180,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,342,14,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,42,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,60,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,300,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,450,16,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,463,18,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,577,16,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,0,739,27,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,0,937,47,12
2023-09-27,By Month,Texas,All Sexes,45-54 years,18,1276,65,11
2023-09-27,By Month,Texas,All Sexes,50-64 years,41,3436,199,21
2023-09-27,By Month,Texas,All Sexes,55-64 years,28,2682,162,16
2023-09-27,By Month,Texas,All Sexes,65-74 years,75,4213,274,30
2023-09-27,By Month,Texas,All Sexes,75-84 years,126,4780,357,39
2023-09-27,By Month,Texas,All Sexes,85 years and over,138,4746,289,33
2023-09-27,By Month,Texas,Male,All Ages,192,10340,693,70
2023-09-27,By Month,Texas,Male,Under 1 year,0,81,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,182,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,24,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,36,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,217,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,337,13,0
2023-09-27,By Month,Texas,Male,25-34 years,0,342,15,0
2023-09-27,By Month,Texas,Male,30-39 years,0,386,0,0
2023-09-27,By Month,Texas,Male,35-44 years,0,461,17,0
2023-09-27,By Month,Texas,Male,40-49 years,0,591,33,0
2023-09-27,By Month,Texas,Male,45-54 years,14,810,42,0
2023-09-27,By Month,Texas,Male,50-64 years,25,2114,116,13
2023-09-27,By Month,Texas,Male,55-64 years,16,1639,94,0
2023-09-27,By Month,Texas,Male,65-74 years,39,2419,157,11
2023-09-27,By Month,Texas,Male,75-84 years,60,2454,205,22
2023-09-27,By Month,Texas,Male,85 years and over,55,1857,153,10
2023-09-27,By Month,Texas,Female,All Ages,209,9141,519,86
2023-09-27,By Month,Texas,Female,Under 1 year,0,99,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,160,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,18,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,24,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,83,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,113,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,121,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,191,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,278,10,0
2023-09-27,By Month,Texas,Female,40-49 years,0,346,14,0
2023-09-27,By Month,Texas,Female,45-54 years,0,466,23,0
2023-09-27,By Month,Texas,Female,50-64 years,16,1322,83,0
2023-09-27,By Month,Texas,Female,55-64 years,12,1043,68,0
2023-09-27,By Month,Texas,Female,65-74 years,36,1794,117,19
2023-09-27,By Month,Texas,Female,75-84 years,66,2326,152,17
2023-09-27,By Month,Texas,Female,85 years and over,83,2889,136,23
2023-09-27,By Month,Texas,All Sexes,All Ages,836,21910,1718,205
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,174,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,331,11,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,41,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,44,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,332,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,507,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,536,14,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,653,27,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,16,836,43,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,20,969,63,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,23,1278,95,11
2023-09-27,By Month,Texas,All Sexes,50-64 years,83,3711,281,46
2023-09-27,By Month,Texas,All Sexes,55-64 years,67,2930,224,38
2023-09-27,By Month,Texas,All Sexes,65-74 years,164,4707,405,53
2023-09-27,By Month,Texas,All Sexes,75-84 years,261,5523,476,51
2023-09-27,By Month,Texas,All Sexes,85 years and over,292,5509,448,35
2023-09-27,By Month,Texas,Male,All Ages,441,11547,894,96
2023-09-27,By Month,Texas,Male,Under 1 year,0,94,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,191,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,23,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,28,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,237,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,359,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,372,11,0
2023-09-27,By Month,Texas,Male,30-39 years,0,446,18,0
2023-09-27,By Month,Texas,Male,35-44 years,10,539,24,0
2023-09-27,By Month,Texas,Male,40-49 years,14,629,39,0
2023-09-27,By Month,Texas,Male,45-54 years,13,827,55,0
2023-09-27,By Month,Texas,Male,50-64 years,47,2234,148,22
2023-09-27,By Month,Texas,Male,55-64 years,39,1739,118,17
2023-09-27,By Month,Texas,Male,65-74 years,94,2652,228,25
2023-09-27,By Month,Texas,Male,75-84 years,150,2885,267,28
2023-09-27,By Month,Texas,Male,85 years and over,127,2151,181,14
2023-09-27,By Month,Texas,Female,All Ages,395,10363,824,109
2023-09-27,By Month,Texas,Female,Under 1 year,0,80,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,140,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,18,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,16,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,95,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,148,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,164,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,207,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,297,19,0
2023-09-27,By Month,Texas,Female,40-49 years,0,340,24,0
2023-09-27,By Month,Texas,Female,45-54 years,10,451,40,0
2023-09-27,By Month,Texas,Female,50-64 years,36,1477,133,24
2023-09-27,By Month,Texas,Female,55-64 years,28,1191,106,21
2023-09-27,By Month,Texas,Female,65-74 years,70,2055,177,28
2023-09-27,By Month,Texas,Female,75-84 years,111,2638,209,23
2023-09-27,By Month,Texas,Female,85 years and over,165,3358,267,21
2023-09-27,By Month,Texas,All Sexes,All Ages,1109,21632,1799,110
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,188,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,333,12,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,24,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,61,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,312,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,489,16,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,520,20,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,10,638,28,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,22,788,43,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,24,950,66,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,38,1292,99,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,133,3623,272,18
2023-09-27,By Month,Texas,All Sexes,55-64 years,105,2848,216,15
2023-09-27,By Month,Texas,All Sexes,65-74 years,215,4588,379,25
2023-09-27,By Month,Texas,All Sexes,75-84 years,328,5436,514,34
2023-09-27,By Month,Texas,All Sexes,85 years and over,391,5575,512,20
2023-09-27,By Month,Texas,Male,All Ages,600,11469,1011,43
2023-09-27,By Month,Texas,Male,Under 1 year,0,90,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,184,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,17,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,32,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,241,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,369,10,0
2023-09-27,By Month,Texas,Male,25-34 years,0,382,10,0
2023-09-27,By Month,Texas,Male,30-39 years,0,452,15,0
2023-09-27,By Month,Texas,Male,35-44 years,12,515,25,0
2023-09-27,By Month,Texas,Male,40-49 years,14,602,37,0
2023-09-27,By Month,Texas,Male,45-54 years,27,813,63,0
2023-09-27,By Month,Texas,Male,50-64 years,81,2261,177,10
2023-09-27,By Month,Texas,Male,55-64 years,61,1778,137,0
2023-09-27,By Month,Texas,Male,65-74 years,119,2639,209,0
2023-09-27,By Month,Texas,Male,75-84 years,188,2773,296,16
2023-09-27,By Month,Texas,Male,85 years and over,186,2189,260,0
2023-09-27,By Month,Texas,Female,All Ages,509,10163,788,67
2023-09-27,By Month,Texas,Female,Under 1 year,0,98,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,149,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,0,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,29,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,71,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,120,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,138,10,0
2023-09-27,By Month,Texas,Female,30-39 years,0,186,13,0
2023-09-27,By Month,Texas,Female,35-44 years,10,273,18,0
2023-09-27,By Month,Texas,Female,40-49 years,10,348,29,0
2023-09-27,By Month,Texas,Female,45-54 years,11,479,36,0
2023-09-27,By Month,Texas,Female,50-64 years,52,1362,95,0
2023-09-27,By Month,Texas,Female,55-64 years,44,1070,79,0
2023-09-27,By Month,Texas,Female,65-74 years,96,1949,170,17
2023-09-27,By Month,Texas,Female,75-84 years,140,2663,218,18
2023-09-27,By Month,Texas,Female,85 years and over,205,3386,252,19
2023-09-27,By Month,Texas,All Sexes,All Ages,632,18882,1363,41
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,155,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,274,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,30,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,42,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,267,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,407,15,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,448,10,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,10,549,16,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,13,687,26,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,15,879,47,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,15,1168,63,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,66,3192,198,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,59,2504,169,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,137,4026,316,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,205,4778,419,15
2023-09-27,By Month,Texas,All Sexes,85 years and over,194,4777,349,0
2023-09-27,By Month,Texas,Male,All Ages,345,9970,745,21
2023-09-27,By Month,Texas,Male,Under 1 year,0,84,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,161,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,13,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,25,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,200,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,295,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,324,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,387,0,0
2023-09-27,By Month,Texas,Male,35-44 years,0,453,13,0
2023-09-27,By Month,Texas,Male,40-49 years,0,568,27,0
2023-09-27,By Month,Texas,Male,45-54 years,0,727,28,0
2023-09-27,By Month,Texas,Male,50-64 years,39,1925,107,0
2023-09-27,By Month,Texas,Male,55-64 years,37,1510,98,0
2023-09-27,By Month,Texas,Male,65-74 years,81,2290,188,0
2023-09-27,By Month,Texas,Male,75-84 years,125,2452,240,0
2023-09-27,By Month,Texas,Male,85 years and over,84,1892,166,0
2023-09-27,By Month,Texas,Female,All Ages,287,8912,618,20
2023-09-27,By Month,Texas,Female,Under 1 year,0,71,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,113,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,17,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,67,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,112,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,124,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,162,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,234,13,0
2023-09-27,By Month,Texas,Female,40-49 years,0,311,20,0
2023-09-27,By Month,Texas,Female,45-54 years,0,441,35,0
2023-09-27,By Month,Texas,Female,50-64 years,27,1267,91,0
2023-09-27,By Month,Texas,Female,55-64 years,22,994,71,0
2023-09-27,By Month,Texas,Female,65-74 years,56,1736,128,0
2023-09-27,By Month,Texas,Female,75-84 years,80,2326,179,0
2023-09-27,By Month,Texas,Female,85 years and over,110,2885,183,0
2023-09-27,By Month,Texas,All Sexes,All Ages,457,19945,1288,26
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,203,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,330,10,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,35,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,48,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,274,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,440,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,501,12,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,612,23,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,10,780,40,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,13,966,48,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,15,1251,61,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,54,3407,207,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,47,2663,169,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,92,4305,332,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,138,5026,361,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,150,4859,299,0
2023-09-27,By Month,Texas,Male,All Ages,258,10615,705,17
2023-09-27,By Month,Texas,Male,Under 1 year,0,113,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,201,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,24,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,30,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,209,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,328,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,366,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,419,13,0
2023-09-27,By Month,Texas,Male,35-44 years,0,511,27,0
2023-09-27,By Month,Texas,Male,40-49 years,0,606,30,0
2023-09-27,By Month,Texas,Male,45-54 years,0,750,34,0
2023-09-27,By Month,Texas,Male,50-64 years,30,2074,122,0
2023-09-27,By Month,Texas,Male,55-64 years,27,1625,99,0
2023-09-27,By Month,Texas,Male,65-74 years,49,2475,182,0
2023-09-27,By Month,Texas,Male,75-84 years,91,2586,200,0
2023-09-27,By Month,Texas,Male,85 years and over,78,1926,145,0
2023-09-27,By Month,Texas,Female,All Ages,199,9330,583,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,90,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,129,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,11,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,18,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,65,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,112,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,135,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,193,10,0
2023-09-27,By Month,Texas,Female,35-44 years,0,269,13,0
2023-09-27,By Month,Texas,Female,40-49 years,0,360,18,0
2023-09-27,By Month,Texas,Female,45-54 years,0,501,27,0
2023-09-27,By Month,Texas,Female,50-64 years,24,1333,85,0
2023-09-27,By Month,Texas,Female,55-64 years,20,1038,70,0
2023-09-27,By Month,Texas,Female,65-74 years,43,1830,150,0
2023-09-27,By Month,Texas,Female,75-84 years,47,2440,161,0
2023-09-27,By Month,Texas,Female,85 years and over,72,2933,154,0
2023-09-27,By Month,Texas,All Sexes,All Ages,325,18645,1118,15
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,190,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,343,11,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,41,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,51,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,292,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,447,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,448,17,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,569,23,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,0,726,23,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,0,848,40,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,0,1137,60,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,38,3205,176,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,32,2527,143,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,56,3897,261,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,102,4628,328,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,118,4708,272,0
2023-09-27,By Month,Texas,Male,All Ages,178,9852,594,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,112,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,219,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,24,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,34,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,212,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,327,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,323,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,379,10,0
2023-09-27,By Month,Texas,Male,35-44 years,0,463,10,0
2023-09-27,By Month,Texas,Male,40-49 years,0,540,21,0
2023-09-27,By Month,Texas,Male,45-54 years,0,740,32,0
2023-09-27,By Month,Texas,Male,50-64 years,23,1982,94,0
2023-09-27,By Month,Texas,Male,55-64 years,19,1539,77,0
2023-09-27,By Month,Texas,Male,65-74 years,29,2211,143,0
2023-09-27,By Month,Texas,Male,75-84 years,56,2333,184,0
2023-09-27,By Month,Texas,Male,85 years and over,63,1861,127,0
2023-09-27,By Month,Texas,Female,All Ages,147,8793,524,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,78,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,124,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,17,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,80,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,120,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,125,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,190,13,0
2023-09-27,By Month,Texas,Female,35-44 years,0,263,13,0
2023-09-27,By Month,Texas,Female,40-49 years,0,308,19,0
2023-09-27,By Month,Texas,Female,45-54 years,0,397,28,0
2023-09-27,By Month,Texas,Female,50-64 years,15,1223,82,0
2023-09-27,By Month,Texas,Female,55-64 years,13,988,66,0
2023-09-27,By Month,Texas,Female,65-74 years,27,1686,118,0
2023-09-27,By Month,Texas,Female,75-84 years,46,2295,144,0
2023-09-27,By Month,Texas,Female,85 years and over,55,2847,145,0
2023-09-27,By Month,Texas,All Sexes,All Ages,225,18941,1105,12
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,204,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,366,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,40,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,44,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,342,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,545,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,530,10,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,560,16,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,0,729,26,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,0,863,30,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,11,1160,53,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,35,3217,208,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,27,2502,171,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,39,3977,251,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,54,4697,312,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,90,4716,275,0
2023-09-27,By Month,Texas,Male,All Ages,120,10111,592,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,108,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,200,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,19,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,24,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,257,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,409,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,373,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,368,0,0
2023-09-27,By Month,Texas,Male,35-44 years,0,465,13,0
2023-09-27,By Month,Texas,Male,40-49 years,0,551,14,0
2023-09-27,By Month,Texas,Male,45-54 years,0,721,27,0
2023-09-27,By Month,Texas,Male,50-64 years,17,1992,115,0
2023-09-27,By Month,Texas,Male,55-64 years,12,1553,95,0
2023-09-27,By Month,Texas,Male,65-74 years,27,2291,142,0
2023-09-27,By Month,Texas,Male,75-84 years,35,2440,178,0
2023-09-27,By Month,Texas,Male,85 years and over,37,1860,126,0
2023-09-27,By Month,Texas,Female,All Ages,105,8830,513,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,96,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,166,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,21,0,0
